title,genres,runtime,vote_average,vote_count,year
Four Weddings and a Funeral,"['Comedy', 'Drama', 'Romance']",117.0,6.6,654.0,1994
Higher Learning,"['Romance', 'Drama', 'Crime']",127.0,6.4,49.0,1995
I Like It Like That,"['Comedy', 'Drama', 'Romance']",104.0,6.3,4.0,1994
I Love Trouble,"['Action', 'Comedy', 'Romance']",123.0,5.3,41.0,1994
It Could Happen to You,"['Comedy', 'Drama', 'Romance']",101.0,6.1,154.0,1994
The Jungle Book,"['Adventure', 'Drama', 'Family']",111.0,5.9,107.0,1994
"The Wonderful, Horrible Life of Leni Riefenstahl","['Documentary', 'Foreign']",180.0,7.3,5.0,1993
The Lion King,"['Family', 'Animation', 'Drama']",89.0,8.0,5520.0,1994
Little Buddha,"['Drama', 'History']",140.0,6.0,76.0,1993
New Nightmare,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",112.0,6.4,297.0,1994
The Mask,"['Romance', 'Comedy', 'Crime', 'Fantasy']",101.0,6.6,2550.0,1994
Maverick,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",127.0,6.6,490.0,1994
Mrs. Parker and the Vicious Circle,['Drama'],125.0,6.3,20.0,1994
The Naked Gun 33⅓: The Final Insult,"['Comedy', 'Crime']",83.0,6.4,535.0,1994
The Paper,"['Comedy', 'Drama']",112.0,6.1,40.0,1994
Reality Bites,['Drama'],99.0,6.5,180.0,1994
Red Rock West,"['Crime', 'Drama', 'Thriller']",98.0,6.4,71.0,1993
Ri¢hie Ri¢h,"['Comedy', 'Family']",95.0,5.4,426.0,1994
Safe Passage,['Drama'],98.0,4.9,7.0,1994
The River Wild,"['Action', 'Adventure', 'Crime', 'Thriller']",111.0,6.1,214.0,1994
Speed,"['Action', 'Adventure', 'Crime']",116.0,6.8,1814.0,1994
Speechless,"['Comedy', 'Romance']",99.0,5.5,24.0,1994
Timecop,"['Thriller', 'Science Fiction', 'Action', 'Crime']",99.0,5.5,288.0,1994
True Lies,"['Action', 'Thriller']",141.0,6.8,1138.0,1994
When a Man Loves a Woman,"['Drama', 'Romance']",126.0,6.0,71.0,1994
Wolf,['Fantasy'],125.0,6.0,221.0,1994
Wyatt Earp,"['Drama', 'Action', 'Western']",191.0,6.5,203.0,1994
Bad Company,"['Action', 'Crime', 'Romance', 'Thriller']",108.0,4.9,12.0,1995
A Man of No Importance,"['Comedy', 'Drama']",99.0,6.5,2.0,1994
S.F.W.,"['Comedy', 'Drama']",96.0,6.1,22.0,1994
A Low Down Dirty Shame,"['Action', 'Comedy', 'Crime']",100.0,6.0,31.0,1994
"Boys Life: Three Stories of Love, Lust, and Liberation",['Drama'],91.0,2.0,1.0,1994
Colonel Chabert,['Drama'],110.0,5.9,9.0,1994
"Faster, Pussycat! Kill! Kill!","['Action', 'Crime']",83.0,6.5,59.0,1965
Jason's Lyric,"['Crime', 'Drama', 'Romance']",119.0,5.9,9.0,1994
The Secret Adventures of Tom Thumb,"['Animation', 'Science Fiction']",61.0,7.1,8.0,1993
Street Fighter,"['Action', 'Adventure', 'Thriller']",102.0,4.1,330.0,1994
Coldblooded,"['Action', 'Comedy']",92.0,6.7,13.0,1995
Desert Winds,[],97.0,0.0,0.0,1997
Fall Time,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",88.0,6.3,6.0,1995
The Fear,"['Horror', 'Thriller']",98.0,3.4,7.0,1995
Frank and Ollie,['Documentary'],89.0,7.5,4.0,1995
Girl in the Cadillac,"['Romance', 'Adventure', 'Crime', 'Drama']",89.0,10.0,1.0,1995
Homage,"['Thriller', 'Drama']",97.0,0.0,0.0,1995
Mirage,"['Action', 'Thriller']",92.0,4.0,1.0,1995
Open Season,['Comedy'],97.0,0.0,0.0,1996
Dos Crímenes,[],0.0,5.0,1.0,1995
Brother Minister: The Assassination of Malcolm X,['Documentary'],115.0,4.0,1.0,1995
Highlander: The Final Dimension,"['Action', 'Fantasy', 'Science Fiction']",99.0,4.5,110.0,1994
Federal Hill,[],97.0,5.0,2.0,1995
In the Mouth of Madness,"['Horror', 'Mystery', 'Thriller']",95.0,7.1,307.0,1994
8 Seconds,"['Drama', 'Romance']",105.0,7.2,22.0,1994
Above the Rim,"['Crime', 'Drama']",96.0,6.7,40.0,1994
Addams Family Values,"['Comedy', 'Family', 'Fantasy']",94.0,6.5,537.0,1993
Martin Lawrence: You So Crazy,['Comedy'],84.0,4.5,4.0,1994
The Age of Innocence,"['Drama', 'Romance']",139.0,7.0,172.0,1993
Airheads,"['Comedy', 'Crime', 'Music']",92.0,5.8,222.0,1994
The Air Up There,"['Comedy', 'Family']",107.0,5.1,42.0,1994
Another Stakeout,"['Action', 'Comedy']",105.0,4.9,58.0,1993
Bad Girls,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",99.0,4.6,61.0,1994
Barcelona,"['Comedy', 'Drama', 'Romance']",100.0,6.6,20.0,1994
Being Human,"['Drama', 'Comedy', 'Fantasy']",122.0,5.0,15.0,1994
The Beverly Hillbillies,['Comedy'],93.0,5.0,86.0,1993
Beverly Hills Cop III,"['Action', 'Comedy', 'Crime']",104.0,5.5,445.0,1994
Black Beauty,"['Action', 'Adventure', 'Drama', 'Family']",88.0,6.6,68.0,1994
Blink,"['Mystery', 'Crime', 'Drama', 'Thriller']",106.0,6.3,45.0,1994
Blown Away,"['Drama', 'Action', 'Thriller']",121.0,6.0,126.0,1994
Blue Chips,['Drama'],108.0,5.7,41.0,1994
Blue Sky,"['Drama', 'Romance']",101.0,6.1,28.0,1994
Body Snatchers,"['Horror', 'Science Fiction', 'Thriller']",87.0,5.8,102.0,1993
Boxing Helena,"['Drama', 'Romance']",107.0,4.5,59.0,1993
A Bronx Tale,"['Drama', 'Crime']",121.0,7.4,447.0,1993
Cabin Boy,['Comedy'],80.0,4.9,28.0,1994
Calendar Girl,"['Drama', 'Comedy']",90.0,3.7,10.0,1993
Carlito's Way,"['Action', 'Crime', 'Drama', 'Thriller']",144.0,7.7,805.0,1993
City Slickers II: The Legend of Curly's Gold,"['Action', 'Comedy', 'Drama', 'Western']",116.0,4.9,103.0,1994
Clean Slate,"['Comedy', 'Thriller', 'Mystery']",107.0,5.7,25.0,1994
Cliffhanger,"['Action', 'Adventure', 'Thriller']",112.0,6.1,600.0,1993
Coneheads,"['Comedy', 'Science Fiction', 'Family']",88.0,4.8,228.0,1993
Color of Night,"['Drama', 'Mystery', 'Romance', 'Thriller']",121.0,5.4,117.0,1994
Cops & Robbersons,"['Action', 'Comedy', 'Family']",93.0,5.0,36.0,1994
The Cowboy Way,"['Western', 'Action', 'Comedy']",102.0,5.1,38.0,1994
Dangerous Game,['Drama'],108.0,5.4,9.0,1993
Dave,['Comedy'],110.0,6.3,205.0,1993
Dazed and Confused,"['Comedy', 'Drama']",102.0,7.4,588.0,1993
Demolition Man,"['Crime', 'Action', 'Science Fiction']",115.0,6.4,1018.0,1993
The Endless Summer 2,['Documentary'],109.0,7.1,12.0,1994
Even Cowgirls Get the Blues,"['Western', 'Drama', 'Comedy', 'Romance']",96.0,4.2,29.0,1994
Fatal Instinct,['Comedy'],91.0,5.4,37.0,1993
Farewell My Concubine,['Drama'],171.0,7.8,98.0,1993
The Favor,"['Drama', 'Comedy', 'Romance']",97.0,3.3,6.0,1994
Fearless,['Drama'],122.0,6.8,80.0,1993
Fear of a Black Hat,['Comedy'],88.0,5.8,11.0,1994
With Honors,"['Comedy', 'Drama']",103.0,6.1,54.0,1994
Flesh and Bone,"['Drama', 'Mystery', 'Romance']",126.0,6.2,22.0,1993
Widows' Peak,"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",101.0,4.3,3.0,1994
For Love or Money,"['Comedy', 'Romance']",94.0,5.7,77.0,1993
The Firm,"['Drama', 'Mystery', 'Thriller']",154.0,6.6,513.0,1993
Free Willy,"['Family', 'Adventure']",112.0,6.0,429.0,1993
Fresh,"['Crime', 'Drama', 'Thriller']",114.0,7.6,56.0,1994
The Fugitive,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",130.0,7.2,1240.0,1993
Geronimo: An American Legend,"['History', 'Action', 'Drama', 'Western']",115.0,5.9,44.0,1993
The Getaway,"['Drama', 'Action', 'Thriller']",115.0,5.4,81.0,1994
Getting Even with Dad,"['Family', 'Comedy', 'Crime']",109.0,4.5,43.0,1994
Go Fish,"['Drama', 'Romance']",83.0,3.9,5.0,1994
A Good Man in Africa,"['Comedy', 'Drama']",94.0,5.2,11.0,1994
Guilty as Sin,"['Drama', 'Thriller']",107.0,5.6,21.0,1993
Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",97.0,6.1,237.0,1993
Heaven & Earth,"['History', 'War', 'Action', 'Drama']",140.0,6.4,51.0,1993
Hot Shots! Part Deux,"['Action', 'Comedy', 'War']",86.0,6.2,463.0,1993
Live Nude Girls,['Comedy'],95.0,4.7,12.0,1995
The Englishman Who Went Up a Hill But Came Down a Mountain,"['Drama', 'Comedy', 'Romance']",99.0,6.1,83.0,1995
The House of the Spirits,"['Romance', 'Drama']",140.0,6.7,135.0,1993
House Party 3,['Comedy'],100.0,4.6,11.0,1994
The Hudsucker Proxy,"['Comedy', 'Drama']",111.0,7.1,280.0,1994
I'll Do Anything,"['Comedy', 'Drama']",115.0,5.7,18.0,1994
In the Army Now,['Comedy'],91.0,4.7,54.0,1994
In the Line of Fire,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",128.0,6.8,392.0,1993
In the Name of the Father,['Drama'],133.0,7.6,363.0,1993
The Inkwell,"['Comedy', 'Drama', 'Romance']",110.0,3.9,5.0,1994
What's Love Got to Do with It,"['Drama', 'Music']",118.0,6.9,75.0,1993
Jimmy Hollywood,['Comedy'],112.0,4.6,17.0,1994
Judgment Night,"['Action', 'Thriller', 'Crime']",110.0,6.4,79.0,1993
Jurassic Park,"['Adventure', 'Science Fiction']",127.0,7.6,4956.0,1993
Kalifornia,"['Thriller', 'Crime']",117.0,6.5,209.0,1993
Killing Zoe,"['Action', 'Crime', 'Drama', 'Thriller']",96.0,6.1,111.0,1993
King of the Hill,['Drama'],103.0,6.4,33.0,1993
Lassie,"['Action', 'Adventure', 'Drama', 'Family']",94.0,6.1,54.0,1994
Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",130.0,6.1,725.0,1993
Life With Mikey,"['Comedy', 'Family']",91.0,5.1,24.0,1993
Lightning Jack,"['Action', 'Comedy', 'Western']",98.0,5.7,40.0,1994
M. Butterfly,"['Drama', 'Romance']",101.0,6.6,35.0,1993
Made in America,['Comedy'],111.0,5.3,86.0,1993
Malice,"['Drama', 'Crime']",107.0,5.9,105.0,1993
The Man without a Face,['Drama'],114.0,6.2,125.0,1993
Manhattan Murder Mystery,"['Comedy', 'Mystery']",104.0,7.1,169.0,1993
Menace II Society,"['Drama', 'Action', 'Crime']",97.0,7.2,179.0,1993
Executive Decision,"['Action', 'Adventure', 'Drama', 'Thriller']",133.0,5.8,261.0,1996
In the Realm of the Senses,"['Drama', 'Romance']",105.0,6.5,112.0,1976
What Happened Was...,"['Thriller', 'Comedy', 'Drama', 'Romance']",91.0,7.0,7.0,1994
Much Ado About Nothing,"['Drama', 'Comedy', 'Romance']",111.0,7.2,194.0,1993
Mr. Jones,"['Drama', 'Romance']",114.0,5.9,35.0,1993
Mr. Wonderful,"['Comedy', 'Romance']",98.0,5.5,11.0,1993
Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']",125.0,7.0,1638.0,1993
Naked,"['Comedy', 'Drama']",131.0,7.5,105.0,1993
The Next Karate Kid,['Adventure'],107.0,4.8,202.0,1994
The New Age,"['Comedy', 'Drama']",112.0,4.8,5.0,1994
No Escape,"['Action', 'Drama', 'Science Fiction', 'Thriller']",118.0,6.1,86.0,1994
North,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",87.0,4.8,67.0,1994
Orlando,"['Romance', 'Drama', 'Fantasy']",93.0,6.7,53.0,1992
A Perfect World,"['Crime', 'Drama', 'Thriller']",138.0,7.2,376.0,1993
Philadelphia,['Drama'],125.0,7.6,1019.0,1993
The Piano,"['Drama', 'Romance']",121.0,7.1,290.0,1993
Poetic Justice,"['Drama', 'Romance']",109.0,6.9,47.0,1993
The Program,['Drama'],112.0,6.0,28.0,1993
The Puppet Masters,"['Horror', 'Science Fiction', 'Thriller']",109.0,5.6,41.0,1994
Radioland Murders,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']",108.0,5.8,12.0,1994
The Ref,['Comedy'],97.0,6.7,99.0,1994
The Remains of the Day,"['Drama', 'Romance']",134.0,7.5,213.0,1993
Renaissance Man,"['Comedy', 'War']",128.0,5.9,83.0,1994
Rising Sun,"['Action', 'Drama', 'Thriller']",125.0,5.8,188.0,1993
The Road to Wellville,"['Comedy', 'Romance']",118.0,5.5,43.0,1994
RoboCop 3,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",104.0,4.2,309.0,1993
Robin Hood: Men in Tights,['Comedy'],104.0,6.4,575.0,1993
Romeo Is Bleeding,"['Action', 'Crime', 'Drama', 'Thriller']",100.0,5.7,36.0,1993
Romper Stomper,"['Action', 'Drama', 'Thriller']",94.0,6.6,126.0,1992
Ruby in Paradise,"['Drama', 'Romance']",114.0,5.6,10.0,1993
Rudy,['Drama'],114.0,7.2,187.0,1993
The Saint of Fort Washington,['Drama'],99.0,4.0,5.0,1993
Savage Nights,['Drama'],126.0,6.2,11.0,1992
Schindler's List,"['Drama', 'History', 'War']",195.0,8.3,4436.0,1993
The Scout,"['Comedy', 'Drama']",101.0,5.3,37.0,1994
Searching for Bobby Fischer,['Drama'],110.0,7.3,100.0,1993
Second Best,['Drama'],105.0,5.9,8.0,1994
The Secret Garden,"['Drama', 'Family', 'Fantasy']",102.0,7.1,232.0,1993
Serial Mom,"['Comedy', 'Crime', 'Horror', 'Thriller']",95.0,6.4,137.0,1994
The Shadow,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",108.0,5.4,140.0,1994
Shadowlands,"['Drama', 'Romance']",131.0,6.8,61.0,1993
Short Cuts,"['Comedy', 'Drama']",187.0,6.9,136.0,1993
A Simple Twist of Fate,"['Drama', 'Family']",106.0,5.7,26.0,1994
Sirens,"['Comedy', 'Drama']",98.0,5.2,31.0,1993
Six Degrees of Separation,"['Mystery', 'Drama', 'Comedy']",112.0,6.5,75.0,1993
Sleepless in Seattle,"['Comedy', 'Drama', 'Romance']",105.0,6.5,630.0,1993
Sliver,"['Drama', 'Thriller']",108.0,4.9,144.0,1993
Blade Runner,"['Science Fiction', 'Drama', 'Thriller']",117.0,7.9,3833.0,1982
Son in Law,"['Comedy', 'Drama', 'Romance']",95.0,5.6,81.0,1993
So I Married an Axe Murderer,"['Comedy', 'Crime', 'Romance']",93.0,6.1,131.0,1993
Striking Distance,"['Crime', 'Action', 'Mystery', 'Thriller']",102.0,5.4,223.0,1993
Harem,"['History', 'Drama', 'Romance']",113.0,4.0,4.0,1985
Super Mario Bros.,"['Adventure', 'Comedy', 'Family', 'Fantasy']",104.0,4.0,236.0,1993
Surviving the Game,"['Action', 'Adventure', 'Thriller', 'Crime']",96.0,6.1,53.0,1994
Terminal Velocity,"['Action', 'Thriller']",102.0,5.0,82.0,1994
Thirty Two Short Films About Glenn Gould,"['Drama', 'Music']",93.0,7.4,9.0,1993
Threesome,"['Comedy', 'Drama', 'Family', 'Romance']",93.0,6.3,57.0,1994
The Nightmare Before Christmas,"['Fantasy', 'Animation', 'Family']",76.0,7.6,2135.0,1993
The Three Musketeers,"['Action', 'Adventure', 'Comedy']",105.0,6.2,219.0,1993
Tombstone,"['Action', 'Adventure', 'Drama', 'History', 'Western']",130.0,7.4,632.0,1993
Trial by Jury,"['Drama', 'Action', 'Thriller']",107.0,5.5,5.0,1994
True Romance,"['Action', 'Thriller', 'Crime', 'Romance']",120.0,7.5,762.0,1993
The War Room,"['Documentary', 'History']",96.0,7.3,19.0,1993
The Pagemaster,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",80.0,6.2,178.0,1994
"Paris, France","['Drama', 'Comedy']",112.0,6.0,2.0,1994
"The Beans of Egypt, Maine",[],0.0,0.0,1.0,1994
Killer,"['Thriller', 'Drama', 'Romance']",97.0,3.0,2.0,1994
Welcome to the Dollhouse,"['Comedy', 'Drama']",88.0,6.9,103.0,1995
Germinal,"['Drama', 'Romance']",160.0,6.3,43.0,1993
Chasers,"['Comedy', 'Romance']",102.0,4.7,22.0,1994
Cronos,"['Drama', 'Horror', 'Thriller']",94.0,6.4,153.0,1993
Naked in New York,"['Comedy', 'Romance']",95.0,4.0,3.0,1993
Kika,"['Comedy', 'Drama']",117.0,6.8,58.0,1993
Bhaji on the Beach,"['Comedy', 'Drama']",100.0,5.1,10.0,1994
Little Big League,"['Comedy', 'Family']",119.0,6.0,20.0,1994
The Slingshot,['Drama'],102.0,6.2,10.0,1993
Wide Eyed and Legless,"['TV Movie', 'Drama', 'Romance', 'Comedy']",102.0,0.0,0.0,1993
Foreign Student,"['Drama', 'Romance']",90.0,0.0,0.0,1994
"Ciao, Professore!","['Comedy', 'Foreign']",100.0,7.2,74.0,1992
Spanking the Monkey,"['Comedy', 'Drama']",106.0,5.3,29.0,1994
The Little Rascals,"['Romance', 'Comedy', 'Family']",82.0,6.3,214.0,1994
À la mode,['Comedy'],82.0,0.0,0.0,1993
Andre,"['Drama', 'Family', 'Adventure']",94.0,5.0,31.0,1994
The Escort,"['Thriller', 'Crime', 'Drama']",92.0,5.0,5.0,1993
Princess Caraboo,"['Comedy', 'Drama', 'History', 'Mystery']",97.0,4.4,5.0,1994
The Celluloid Closet,"['History', 'Documentary']",102.0,7.0,24.0,1996
Café au Lait,"['Drama', 'Comedy', 'Romance', 'Foreign']",94.0,6.8,4.0,1993
Dear Diary,"['Comedy', 'Drama']",100.0,6.9,46.0,1993
I Don't Want to Talk About It,"['Romance', 'Drama']",106.0,6.0,1.0,1993
The Brady Bunch Movie,['Comedy'],84.0,5.9,87.0,1995
Home Alone,"['Comedy', 'Family']",103.0,7.1,2487.0,1990
Ghost,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",127.0,6.9,1381.0,1990
Aladdin,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",90.0,7.4,3495.0,1992
Terminator 2: Judgment Day,"['Action', 'Thriller', 'Science Fiction']",137.0,7.7,4274.0,1991
Dances with Wolves,"['Adventure', 'Drama', 'Western']",181.0,7.6,1084.0,1990
Tough and Deadly,"['Thriller', 'Action', 'Drama']",92.0,6.3,4.0,1995
Batman,"['Fantasy', 'Action']",126.0,7.0,2145.0,1989
The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']",119.0,8.1,4549.0,1991
Snow White and the Seven Dwarfs,"['Fantasy', 'Animation', 'Family']",83.0,6.9,1973.0,1937
Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",84.0,7.5,3029.0,1991
Pinocchio,"['Animation', 'Family']",88.0,6.9,1412.0,1940
Pretty Woman,"['Romance', 'Comedy']",119.0,7.0,1807.0,1990
Window to Paris,"['Comedy', 'Drama', 'Fantasy']",87.0,6.0,6.0,1993
The Wild Bunch,"['Adventure', 'Western']",145.0,7.7,266.0,1969
Love and a .45,"['Crime', 'Thriller']",101.0,5.5,15.0,1994
The Wooden Man's Bride,"['Drama', 'Foreign', 'Romance']",113.0,6.5,1.0,1994
A Great Day in Harlem,[],60.0,7.0,2.0,1994
Bye Bye Love,"['Comedy', 'Romance']",106.0,6.1,20.0,1995
One Fine Day,"['Comedy', 'Romance']",108.0,6.1,160.0,1996
Candyman: Farewell to the Flesh,['Horror'],93.0,5.0,64.0,1995
Century,"['Romance', 'Drama']",112.0,5.0,1.0,1993
Fargo,"['Crime', 'Drama', 'Thriller']",98.0,7.7,2080.0,1996
Homeward Bound II: Lost in San Francisco,"['Adventure', 'Comedy', 'Drama', 'Family']",89.0,6.0,105.0,1996
Heavy Metal,"['Animation', 'Science Fiction']",90.0,6.3,150.0,1981
Hellraiser: Bloodline,"['Horror', 'Thriller', 'Science Fiction']",86.0,4.9,111.0,1996
The Pallbearer,"['Comedy', 'Romance']",97.0,4.6,30.0,1996
Jane Eyre,"['Drama', 'Romance']",112.0,7.1,51.0,1996
Loaded,"['Drama', 'Mystery', 'Thriller']",91.0,4.0,3.0,1996
Bread and Chocolate,"['Comedy', 'Foreign']",100.0,7.1,10.0,1974
The Aristocats,"['Animation', 'Comedy', 'Family', 'Adventure']",78.0,7.1,1287.0,1970
The Flower of My Secret,"['Drama', 'Romance']",107.0,6.9,43.0,1995
Two Much,"['Comedy', 'Romance']",118.0,5.1,24.0,1996
Ed,"['Comedy', 'Family']",94.0,3.6,24.0,1996
Scream of Stone,"['Adventure', 'Drama', 'Documentary']",105.0,7.5,4.0,1991
My Favorite Season,['Drama'],127.0,6.4,4.0,1993
A Modern Affair,[],90.0,5.0,1.0,1996
Condition Red,"['Thriller', 'Action', 'Drama']",83.0,4.7,3.0,1995
Halfaouine: Boy of the Terraces,"['Comedy', 'Drama']",98.0,7.4,5.0,1990
A Thin Line Between Love and Hate,"['Comedy', 'Thriller', 'Crime', 'Romance']",108.0,5.7,15.0,1996
The Last Supper,"['Comedy', 'Thriller', 'Crime', 'Drama']",92.0,6.5,82.0,1995
Primal Fear,"['Crime', 'Drama', 'Mystery', 'Thriller']",129.0,7.4,644.0,1996
Rude,[],89.0,6.0,1.0,1995
Carried Away,"['Drama', 'Romance']",109.0,5.4,5.0,1996
All Dogs Go to Heaven 2,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",82.0,5.0,50.0,1996
Land and Freedom,"['Drama', 'History', 'War', 'Romance']",109.0,7.0,53.0,1995
Denise Calls Up,['Comedy'],80.0,6.6,5.0,1995
Theodore Rex,"['Fantasy', 'Science Fiction', 'Family']",92.0,3.6,17.0,1995
A Family Thing,"['Comedy', 'Drama']",109.0,5.6,14.0,1996
Frisk,"['Drama', 'Thriller']",88.0,3.0,3.0,1996
Sgt. Bilko,"['Comedy', 'Family']",90.0,5.5,96.0,1996
Jack & Sarah,"['Comedy', 'Drama', 'Romance']",110.0,5.1,10.0,1995
Girl 6,['Comedy'],108.0,5.7,17.0,1996
Diabolique,"['Drama', 'Horror', 'Mystery', 'Thriller']",107.0,5.4,74.0,1996
"Little Indian, Big City","['Adventure', 'Drama', 'Comedy', 'Family']",90.0,6.0,145.0,1994
Roula,"['Romance', 'Drama']",97.0,5.0,1.0,1995
Peanuts – Die Bank zahlt alles,['Comedy'],,4.0,1.0,1996
Happy Weekend,['Comedy'],,0.0,0.0,1996
Nelly and Monsieur Arnaud,"['Drama', 'Romance']",106.0,7.1,16.0,1996
Courage Under Fire,"['Drama', 'Thriller', 'Mystery', 'War']",117.0,6.2,240.0,1996
Mission: Impossible,"['Adventure', 'Action', 'Thriller']",110.0,6.7,2677.0,1996
Cold Fever,"['Drama', 'Comedy']",85.0,7.7,6.0,1995
Moll Flanders,"['Drama', 'Romance']",123.0,6.2,19.0,1996
The Superwife,['Comedy'],86.0,5.3,7.0,1996
"301, 302","['Horror', 'Mystery', 'Thriller']",100.0,6.2,10.0,1995
DragonHeart,['Fantasy'],103.0,6.4,553.0,1996
Und keiner weint mir nach,['Drama'],,0.0,0.0,1996
My Mother's Courage,['Drama'],93.0,0.0,0.0,1995
Eddie,"['Action', 'Comedy']",100.0,5.4,46.0,1996
Yankee Zulu,"['Drama', 'Comedy']",100.0,6.0,4.0,1993
Billy's Holiday,[],92.0,0.0,0.0,1995
Purple Noon,"['Crime', 'Drama', 'Thriller']",115.0,7.3,73.0,1960
August,"['Romance', 'Comedy', 'Drama']",94.0,5.3,3.0,1996
James and the Giant Peach,"['Adventure', 'Animation', 'Family']",79.0,6.2,375.0,1996
Fear,"['Drama', 'Thriller', 'Romance']",97.0,6.1,157.0,1996
Kids in the Hall: Brain Candy,['Comedy'],89.0,5.9,26.0,1996
Faithful,"['Comedy', 'Crime', 'Drama']",91.0,4.8,4.0,1996
Underground,"['War', 'Drama', 'Comedy']",170.0,7.5,143.0,1995
All Things Fair,"['War', 'Drama', 'Romance']",130.0,6.1,23.0,1995
Bloodsport II,"['Action', 'Thriller']",90.0,5.2,23.0,1996
Pather Panchali,['Drama'],125.0,7.9,63.0,1955
The World of Apu,['Drama'],117.0,8.2,40.0,1959
Mystery Science Theater 3000: The Movie,"['Comedy', 'Science Fiction']",73.0,7.0,71.0,1996
Tarantella,[],100.0,0.0,0.0,1996
Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",88.0,6.5,1335.0,1996
Barbarella,['Science Fiction'],98.0,5.7,149.0,1968
Hostile Intentions,"['Thriller', 'Action', 'Drama']",90.0,8.0,1.0,1995
They Bite,"['Comedy', 'Horror', 'Science Fiction']",98.0,5.5,1.0,1996
Some Folks Call It a Sling Blade,"['Drama', 'Thriller']",25.0,7.5,8.0,1994
The Run of the Country,"['Drama', 'Romance']",0.0,8.0,2.0,1995
Alphaville,"['Drama', 'Science Fiction', 'Mystery']",100.0,6.8,100.0,1965
Coup de Torchon,['Drama'],128.0,6.8,21.0,1981
Tigrero: A Film That Was Never Made,"['Documentary', 'Foreign']",75.0,7.5,4.0,1994
The Eye of Vichy,[],110.0,0.0,0.0,1993
Windows,"['Horror', 'Drama', 'Thriller']",96.0,5.8,9.0,1980
It's My Party,['Drama'],110.0,6.2,9.0,1996
Country Life,"['Drama', 'Romance']",118.0,8.0,1.0,1994
Operation Dumbo Drop,"['Action', 'Adventure', 'Comedy', 'Family']",107.0,4.7,37.0,1995
The Promise,"['Drama', 'Romance']",115.0,5.0,1.0,1995
Mrs. Winterbourne,"['Comedy', 'Romance', 'Drama']",105.0,5.5,26.0,1996
Solo,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",94.0,3.9,18.0,1996
Under The Domim Tree,"['Drama', 'Foreign']",0.0,6.5,2.0,1994
The Substitute,"['Action', 'Thriller']",114.0,5.8,60.0,1996
True Crime,"['Crime', 'Mystery', 'Thriller']",94.0,5.1,7.0,1996
Butterfly Kiss,"['Crime', 'Drama', 'Romance', 'Thriller']",88.0,7.4,5.0,1995
Feeling Minnesota,"['Action', 'Comedy', 'Drama', 'Thriller']",99.0,5.5,29.0,1996
Delta of Venus,"['Drama', 'Romance']",99.0,3.3,5.0,1995
To Cross the Rubicon,[],0.0,0.0,0.0,1991
Angus,"['Comedy', 'Drama', 'Family', 'Romance']",90.0,6.8,24.0,1995
Priest Daens,"['Drama', 'History']",138.0,6.7,15.0,1992
Faces,['Drama'],130.0,7.1,36.0,1968
Boys,"['Romance', 'Drama', 'Mystery']",86.0,5.3,11.0,1996
The Quest,"['Action', 'Adventure']",95.0,5.3,126.0,1996
Cosi,"['Comedy', 'Romance']",102.0,7.1,9.0,1996
Sunset Park,['Drama'],99.0,5.1,7.0,1996
Mulholland Falls,"['Drama', 'Mystery', 'Thriller']",107.0,6.2,73.0,1996
The Truth About Cats & Dogs,"['Comedy', 'Romance']",93.0,5.7,86.0,1996
Oliver & Company,"['Animation', 'Comedy', 'Family']",74.0,6.5,372.0,1988
Celtic Pride,['Comedy'],91.0,4.9,35.0,1996
Flipper,"['Adventure', 'Family']",95.0,5.3,85.0,1996
Captives,"['Drama', 'Thriller', 'Mystery', 'Romance']",100.0,6.0,10.0,1994
